Property_Name,Address,Prefix,Price,Sql_m2,Property Type,Property ID,Title,Location,Image,Url
"7 Bed, 6 Bath Villa for Sale in Nirouth","Nirouth, Chbar Ampov, Phnom Penh",For sale,"$4,500,000","$3,215/m²",Villa,2 weeks ago,198989,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chbar Ampov'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.5234193930909, 'longitude': 104.95680894230328, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chbar Ampov'}}}","['https://images.realestate.com.kh/__sized__/listings/2021-12/5ff6a400-d7cc-43b6-bd2f-f0f2b46e57a7-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/4361c082-0708-4805-91be-43ffcdeb1dab-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/c69b7d88-0eaa-4662-87a9-c0c3b9ee0125-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/2d494d90-9104-4eaa-9d5e-321a1eefe29e-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/27f49695-6d11-4399-a6f8-501ded317e45-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/nirouth/7-bed-6-bath-villa-198989/
"8 Bed, 8 Bath Villa for Sale in Chrang Chamres I","Chrang Chamres I, Russey Keo, Phnom Penh",For sale,"$540,000","$1,000/m²",Villa,198843,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Russey Keo', 'streetAddress': ' '}, 'name': ' ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.59, 'longitude': 104.9, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Russey Keo', 'streetAddress': ' '}}}","['https://images.realestate.com.kh/__sized__/listings/2021-12/dsc03641-edited_gAgusiD-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/dsc03644_3yAppfQ-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/dsc03643_ZfLikT4-thumbnail-400x300-70.jpeg', 'https://api.mapbox.com/styles/v1/mapbox/streets-v11/static/pin-l+3FB1CE(104.9,11.59)/104.9,11.59,11/600x400?access_token=pk.eyJ1IjoiZGNnbWFwIiwiYSI6ImNrN3d4eG1wMDA2NXQzZXBhaWVrNnVidnQifQ.F8Xcd5VErSP2XWSW-40fzw']",https://www.realestate.com.kh/buy/chrang-chamres-i/8-bed-8-bath-villa-198843/
"4 Bed, 5 Bath Villa for Sale in Chrang Chamres 2","Chrang Chamres 2, Russey Keo, Phnom Penh",For sale,"$320,000","$1,000/m²",Villa,198842,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Russey Keo', 'streetAddress': ' '}, 'name': ' ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.59, 'longitude': 104.9, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Russey Keo', 'streetAddress': ' '}}}","['https://images.realestate.com.kh/__sized__/listings/2021-12/dsc03598-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/dsc03595-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/dsc03593-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/dsc03594-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/dsc03590-edited-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/chrang-chamres-2/4-bed-5-bath-villa-198842/
"5 Bed, 6 Bath Villa for Sale in Chrang Chamres 2","Chrang Chamres 2, Russey Keo, Phnom Penh",For sale,"$300,000",,Villa,198841,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Russey Keo', 'streetAddress': ' '}, 'name': ' ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.59, 'longitude': 104.9, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Russey Keo', 'streetAddress': ' '}}}","['https://images.realestate.com.kh/__sized__/listings/2021-12/dsc03571-edited_xZIFI3h-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/dsc03575-edited_hrUfCIj-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/dsc03577_dLW2xAn-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/dsc03579_ZetjjAN-thumbnail-400x300-70.jpeg', 'https://api.mapbox.com/styles/v1/mapbox/streets-v11/static/pin-l+3FB1CE(104.9,11.59)/104.9,11.59,11/600x400?access_token=pk.eyJ1IjoiZGNnbWFwIiwiYSI6ImNrN3d4eG1wMDA2NXQzZXBhaWVrNnVidnQifQ.F8Xcd5VErSP2XWSW-40fzw']",https://www.realestate.com.kh/buy/chrang-chamres-2/5-bed-6-bath-villa-198841/
"5 Bed, 4 Bath Villa for Sale in Boeung Tumpun 2","Boeung Tumpun 2, Meanchey, Phnom Penh",For sale,"$320,000",$15/m²,Villa,2 weeks ago,198811,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Meanchey'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.502075959227273, 'longitude': 104.9171586295966, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Meanchey'}}}","['https://images.realestate.com.kh/__sized__/listings/2021-12/d1ec844c-64a6-4e59-ae4c-89ac0596a719-thumbnail-750x562-70.jpeg', 'https://api.mapbox.com/styles/v1/mapbox/streets-v11/static/pin-l+3FB1CE(104.9171586295966,11.502075959227273)/104.9171586295966,11.502075959227273,11/600x400?access_token=pk.eyJ1IjoiZGNnbWFwIiwiYSI6ImNrN3d4eG1wMDA2NXQzZXBhaWVrNnVidnQifQ.F8Xcd5VErSP2XWSW-40fzw']",https://www.realestate.com.kh/buy/boeung-tumpun-2/5-bed-4-bath-villa-198811/
"8 Bed, 7 Bath Villa for Sale & Rent in Tuek L'ak 3","Tuek L'ak 3, Toul Kork, Phnom Penh",For sale,"$2,500,000",$5/m²,Villa,2 weeks ago,198800,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Toul Kork'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.557649580054676, 'longitude': 104.89660196559669, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Toul Kork'}}}","['https://images.realestate.com.kh/__sized__/listings/2021-12/ecbff5ba-e91a-40ff-b679-2f19cf925958-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/281bdb16-d447-4952-a8ee-e8506de65294-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/a2cb2d4a-c0d2-4742-9186-a9d610a7e1d4-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/d189d34d-dc33-4693-9ce7-f3dae18c40cc-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/594fe4a7-4c85-4d83-9a22-654b8c357cac-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/tuek-lak-3/8-bed-7-bath-villa-198800/
"7 Bed, 8 Bath Villa for Sale in Boeung Kak 1","Boeung Kak 1, Toul Kork, Phnom Penh",For sale,"$1,850,000",,Villa,198725,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Toul Kork', 'streetAddress': ' '}, 'name': ' ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.55, 'longitude': 104.93, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Toul Kork', 'streetAddress': ' '}}}","['https://images.realestate.com.kh/__sized__/listings/2021-12/dsc03516-editeed-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/dsc03511-edited-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/dsc03517-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/dsc03518-thumbnail-400x300-70.jpeg', 'https://api.mapbox.com/styles/v1/mapbox/streets-v11/static/pin-l+3FB1CE(104.93,11.55)/104.93,11.55,11/600x400?access_token=pk.eyJ1IjoiZGNnbWFwIiwiYSI6ImNrN3d4eG1wMDA2NXQzZXBhaWVrNnVidnQifQ.F8Xcd5VErSP2XWSW-40fzw']",https://www.realestate.com.kh/buy/boeung-kak-1/7-bed-8-bath-villa-198725/
Villa for Sale in Kakab 1,"Kakab 1, Por Sen Chey, Phnom Penh",For sale,"$465,000",,Villa,APS-01353,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Por Sen Chey', 'streetAddress': ' '}, 'name': ' ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.56342, 'longitude': 104.85615, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Por Sen Chey', 'streetAddress': ' '}}}","['https://images.realestate.com.kh/__sized__/listings/2021-12/198178-198178_100525253_eCU9p74-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/198178-198178_100525274-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/198178-198178_100525261-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/198178-198178_100525323-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/198178-198178_100525266-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/kakab-1/villa-198178/
"4 Bed, 5 Bath Twin Villa for Sale in Chrang Chamres I","Chrang Chamres I, Russey Keo, Phnom Penh",For sale,"$290,000",,Terrace,KEY-19-014153,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Russey Keo', 'streetAddress': ' '}, 'name': ' ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.59, 'longitude': 104.9, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Russey Keo', 'streetAddress': ' '}}}","['https://images.realestate.com.kh/__sized__/listings/2021-12/14153_photo-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/14153_photo_2-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/14153_photo_3-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/14153_photo_4-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/14153_photo_5-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/chrang-chamres-i/4-bed-5-bath-twin-villa-198658/
"2 Bed, 3 Bath House for Sale in Kandaek","Kandaek, Prasat Bakong, Siem Reap",For sale,"$120,000",$780/m²,House,DV851,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Siem Reap', 'addressLocality': 'Prasat Bakong', 'streetAddress': '   '}, 'name': '   ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 13.285486, 'longitude': 103.92468, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Siem Reap', 'addressLocality': 'Prasat Bakong', 'streetAddress': '   '}}}","['https://images.realestate.com.kh/__sized__/listings/2021-12/img_9817-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/img_9842-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/img_9847-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/img_9907-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/img_98421-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/kandaek/2-bed-3-bath-house-198657/
"3 Bed, 3 Bath House for Sale in Kandaek","Kandaek, Prasat Bakong, Siem Reap",For sale,"$190,000",$950/m²,House,DV850,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Siem Reap', 'addressLocality': 'Prasat Bakong', 'streetAddress': '   '}, 'name': '   ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 13.285486, 'longitude': 103.92468, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Siem Reap', 'addressLocality': 'Prasat Bakong', 'streetAddress': '   '}}}","['https://images.realestate.com.kh/__sized__/listings/2021-12/img_9748-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/img_9759-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/img_9761-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/img_9790-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/img_9795-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/kandaek/3-bed-3-bath-house-198575/
"5 Bed, 7 Bath Villa for Sale in BKK 3","BKK 3, Chamkarmon, Phnom Penh",For sale,"$3,500",,Villa,198574,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chamkarmon', 'streetAddress': ' '}, 'name': ' ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.55160826726113, 'longitude': 104.92147862196327, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chamkarmon', 'streetAddress': ' '}}}","['https://images.realestate.com.kh/__sized__/listings/2021-12/4_kPCiEkq-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/5_KfZ4fTf-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/7_EyGSbW5-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/8_HhEhIB4-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/9_SAYqWHM-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/bkk-3/5-bed-7-bath-villa-198574/
"30 Bed, 30 Bath House for Sale in Kouk Chak","Kouk Chak, Siem Reap, Siem Reap",For sale,"$730,000","$1,175/m²",House,DV844,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Siem Reap', 'addressLocality': 'Siem Reap', 'streetAddress': ' '}, 'name': ' ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 13.37, 'longitude': 103.86, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Siem Reap', 'addressLocality': 'Siem Reap', 'streetAddress': ' '}}}","['https://images.realestate.com.kh/__sized__/listings/2021-12/img_9377-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/img_9315-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/img_9348-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/img_9353-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/img_9336-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/kouk-chak/30-bed-30-bath-house-198568/
Villa for Sale in Spean Thma,"Spean Thma, Dangkao, Phnom Penh",For sale,"$245,000",,Villa,3 weeks ago,198553,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Dangkao'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.46287, 'longitude': 104.87465, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Dangkao'}}}","['https://images.realestate.com.kh/__sized__/listings/2021-12/198553-198553_100644890-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/198553-198553_100644910-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/198553-198553_100644985-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/198553-198553_100644935-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/198553-198553_100644954-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/spean-thma/villa-198553/
"2 Bed, 3 Bath House for Sale in Dangkao","Dangkao, Phnom Penh",For sale,"$86,000",,House,3 weeks ago,198468,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Dangkao'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.48217, 'longitude': 104.82211, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Dangkao'}}}","['https://images.realestate.com.kh/__sized__/listings/2021-12/198468-198468_100644017-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/198468-198468_100644018-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/198468-198468_100644019-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/198468-198468_100644020_RiBOtng-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/198468-198468_100644021_VcctEQ0-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/dangkao/2-bed-3-bath-house-198468/
"7 Bed, 8 Bath House for Sale in Tuek Thla","Tuek Thla, Sen Sok, Phnom Penh",For sale,"$150,000",,House,198177,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Sen Sok', 'streetAddress': ' '}, 'name': ' ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.55, 'longitude': 104.89, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Sen Sok', 'streetAddress': ' '}}}","['https://images.realestate.com.kh/__sized__/listings/2021-12/dsc03285-edited-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/dsc03287-edited-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/dsc03282-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/dsc03283-thumbnail-400x300-70.jpeg', 'https://api.mapbox.com/styles/v1/mapbox/streets-v11/static/pin-l+3FB1CE(104.89,11.55)/104.89,11.55,11/600x400?access_token=pk.eyJ1IjoiZGNnbWFwIiwiYSI6ImNrN3d4eG1wMDA2NXQzZXBhaWVrNnVidnQifQ.F8Xcd5VErSP2XWSW-40fzw']",https://www.realestate.com.kh/buy/tuek-thla/7-bed-8-bath-house-198177/
"8 Bed, 7 Bath Villa for Sale in Toul Tum Poung 2","Toul Tum Poung 2, Chamkarmon, Phnom Penh",For sale,"$1,800,000",,Villa,6273967,Five Key Realty,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chamkarmon'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.55313, 'longitude': 104.90603, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chamkarmon'}}}","['https://images.realestate.com.kh/__sized__/listings/2021-12/198394-198394_99261994-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/198394-198394_99261995_ZFG7a93-thumbnail-400x300-70.jpeg', 'https://maps.googleapis.com/maps/api/staticmap?center=11.55,104.93&zoom=14&size=600x400&path=color:0x8DCA3F%7Cfillcolor:0x8DCA3F35%7Cweight:1%7C11.55899321605919,104.93000000000002%7C11.558905691904165,104.93127752292686%7C11.558644823159433,104.93253017796764%7C11.558215687812423,104.93373358144403%7C11.557626639243658,104.93486430865445%7C11.5568891435796,104.93590034995047%7C11.556017556442638,104.93682153923257%7C11.555028843449302,104.93760994651716%7C11.55394224990358,104.93825022692967%7C11.552778926121382,104.93872991933016%7C11.551561515685552,104.93903968876302%7C11.550313714651665,104.9391735080185%7C11.549059810288991,104.93912877478272%7C11.547824208337754,104.93890636210851%7C11.546630957985592,104.93851060123873%7C11.545503283808417,104.93794919713059%7C11.544463133783566,104.9372330783387%7C11.54353075216852,104.9363761841899%7C11.54272428555307,104.93539519340145%7C11.542059429746272,104.93430919942969%7C11.541549124364119,104.93313933886971%7C11.54120330105562,104.93190838013639%7C11.541028690261486,104.93064028042623%7C11.541028690261486,104.92935971957378%7C11.54120330105562,104.92809161986364%7C11.541549124364119,104.92686066113032%7C11.542059429746272,104.92569080057035%7C11.54272428555307,104.92460480659858%7C11.54353075216852,104.92362381581013%7C11.544463133783566,104.92276692166134%7C11.545503283808417,104.92205080286942%7C11.546630957985592,104.92148939876131%7C11.547824208337754,104.92109363789153%7C11.549059810288991,104.9208712252173%7C11.550313714651665,104.92082649198152%7C11.551561515685552,104.92096031123701%7C11.552778926121382,104.92127008066986%7C11.55394224990358,104.92174977307036%7C11.555028843449302,104.92239005348287%7C11.556017556442638,104.92317846076747%7C11.5568891435796,104.92409965004954%7C11.557626639243658,104.92513569134557%7C11.558215687812423,104.92626641855598%7C11.558644823159433,104.92746982203238%7C11.558905691904165,104.92872247707315%7C11.55899321605919,104.93000000000002&key=AIzaSyA4-kQKp3iC5Xx005ZoK6VNLV-sH0QimvI']",https://www.realestate.com.kh/buy/toul-tum-poung-2/8-bed-7-bath-villa-198394/
Shophouse for Sale in Phsar Kandal I,"Phsar Kandal I, Daun Penh, Phnom Penh",For sale,"$700,000","$6,194/m²",Shophouse,APS-01264,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Daun Penh', 'streetAddress': '  '}, 'name': '  ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.56905, 'longitude': 104.92885, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Daun Penh', 'streetAddress': '  '}}}","['https://images.realestate.com.kh/__sized__/listings/2021-06/181237-181237_93419260_IKKB7qK-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-06/181237-181237_93419266_bvSijcI-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-06/181237-181237_93419271_OBDNtLJ-thumbnail-400x300-70.jpeg', 'https://maps.googleapis.com/maps/api/staticmap?center=11.57561,104.92025&zoom=14&size=600x400&path=color:0x8DCA3F%7Cfillcolor:0x8DCA3F35%7Cweight:1%7C11.584603216059186,104.92025%7C11.584515691897797,104.92152763985317%7C11.584254823134458,104.92278040953882%7C11.583825687758042,104.9239839231421%7C11.583236639151352,104.92511475381359%7C11.582499143443789,104.92615088988796%7C11.581627556261111,104.9270721634192%7C11.580638843223388,104.92786064278373%7C11.579552249638054,104.92850098170535%7C11.578388925824079,104.92898071790819%7C11.577171515366777,104.92929051558805%7C11.575923714323384,104.92942434699042%7C11.574669809963904,104.92937960957047%7C11.573434208028315,104.92915717646811%7C11.572240957703041,104.9287613793291%7C11.571113283561912,104.92819992382117%7C11.570073133579475,104.92748373950279%7C11.569140752009918,104.92662676697836%7C11.568334285439516,104.92564568649118%7C11.567669429673833,104.92455959324248%7C11.567159124325672,104.92338962575728%7C11.566813301041412,104.92215855452778%7C11.566638690259884,104.92089033893535%7C11.566638690259884,104.91960966106465%7C11.566813301041412,104.91834144547221%7C11.567159124325672,104.91711037424271%7C11.567669429673833,104.9159404067575%7C11.568334285439516,104.91485431350883%7C11.569140752009918,104.91387323302165%7C11.570073133579475,104.91301626049722%7C11.571113283561912,104.91230007617882%7C11.572240957703041,104.91173862067089%7C11.573434208028315,104.91134282353188%7C11.574669809963904,104.9111203904295%7C11.575923714323384,104.91107565300956%7C11.577171515366777,104.91120948441194%7C11.578388925824079,104.91151928209182%7C11.579552249638054,104.91199901829464%7C11.580638843223388,104.91263935721625%7C11.581627556261111,104.9134278365808%7C11.582499143443789,104.91434911011203%7C11.583236639151352,104.91538524618642%7C11.583825687758042,104.91651607685789%7C11.584254823134458,104.91771959046118%7C11.584515691897797,104.91897236014684%7C11.584603216059186,104.92025&key=AIzaSyA4-kQKp3iC5Xx005ZoK6VNLV-sH0QimvI']",https://www.realestate.com.kh/buy/phsar-kandal-i/shophouse-181237/
"3 Bed, 3 Bath House for Sale in Boeung Tumpun","Boeung Tumpun, Meanchey, Phnom Penh",For sale,"$80,000",$10/m²,House,3 weeks ago,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Meanchey'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.533036507746628, 'longitude': 104.90350323391766, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Meanchey'}}}","['https://images.realestate.com.kh/__sized__/listings/2021-12/30714f75-ae23-4dbf-8a44-583c0e5e3db1-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/085153cb-33aa-4609-8605-c6c78e59e13d-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/e5b24ef6-c730-4a72-9341-31c693333a1a-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/9c3c211d-3b6e-4e8d-81b6-4ca1bf824dc6-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/5825fa39-2109-4c4a-b3bb-845f93ce2e42-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/boeung-tumpun/3-bed-3-bath-house-198245/
